Date,Jail Population,Community Corrections,Total Male And Female
2023-01-20,5482.0,1943,7425.0
2023-01-21,5474.0,1946,7420.0
2023-01-22,5508.0,1950,7458.0
2023-01-23,5550.0,1959,7509.0
2023-01-24,5503.0,1956,7459.0
2023-01-25,5536.0,1952,7488.0
2023-01-26,5489.0,1950,7439.0
2023-01-27,5508.0,1946,7454.0
2023-01-28,5496.0,1947,7443.0
2023-01-29,5527.0,1952,7479.0
2023-01-30,5542.0,1958,7500.0
2023-01-31,5508.0,1949,7457.0
2023-02-01,5509.0,1946,7455.0
2023-02-02,5449.0,1937,7386.0
2023-02-03,5473.0,1920,7393.0
2023-02-04,5461.0,1919,7380.0
2023-02-05,5511.0,1923,7434.0
2023-02-06,5544.0,1931,7475.0
2023-02-07,5484.0,1923,7407.0
2023-02-08,5497.0,1909,7406.0
2023-02-09,5453.0,1906,7359.0
2023-02-10,5453.0,1902,7355.0
2023-02-11,5462.0,1900,7362.0
2023-02-12,5516.0,1903,7419.0
2023-02-13,5558.0,1906,7464.0
2023-02-14,5507.0,1906,7413.0
2023-02-15,5511.0,1904,7415.0
2023-02-16,5467.0,1898,7365.0
2023-02-17,5482.0,1894,7376.0
2023-02-18,5472.0,1892,7364.0
2023-02-19,5522.0,1900,7422.0
2023-02-20,5587.0,1905,7492.0
2023-02-21,5556.0,1910,7466.0
2023-02-22,5573.0,1907,7480.0
2023-02-23,5530.0,1896,7426.0
2023-02-24,5533.0,1899,7432.0
2023-03-01,5597.0,1895,7492.0
2023-03-02,5549.0,1887,7436.0
2023-03-03,5546.0,1887,7433.0
2023-03-04,5544.0,1882,7426.0
2023-03-05,5578.0,1893,7471.0
2023-03-06,5604.0,1900,7504.0
2023-03-07,5567.0,1911,7478.0
2023-03-08,5570.0,1915,7485.0
2023-03-09,5539.0,1911,7450.0
2023-03-10,5535.0,1912,7447.0
2023-03-11,5530.0,1910,7440.0
2023-03-12,5565.0,1915,7480.0
2023-03-13,5607.0,1917,7524.0
2023-03-14,5556.0,1904,7460.0
2023-03-15,5565.0,1910,7475.0
2023-03-16,5501.0,1917,7418.0
2023-03-17,5527.0,1921,7448.0
2023-03-18,5523.0,1916,7439.0
2023-03-19,5562.0,1920,7482.0
2023-03-20,5567.0,1938,7505.0
2023-03-21,5536.0,1932,7468.0
2023-03-22,5553.0,1922,7475.0
2023-03-23,5522.0,1915,7437.0
2023-03-24,5529.0,1914,7443.0
2023-04-01,5560.0,1891,7451.0
2023-04-02,5584.0,1896,7480.0
2023-04-03,5652.0,1905,7557.0
2023-04-04,5576.0,1909,7485.0
2023-04-05,5559.0,1912,7471.0
2023-04-06,5497.0,1919,7416.0
2023-04-07,5495.0,1915,7410.0
2023-04-08,5486.0,1928,7414.0
2023-04-09,5535.0,1937,7472.0
2023-04-10,5592.0,1945,7537.0
2023-04-11,5522.0,1930,7452.0
2023-04-12,5530.0,1928,7458.0
2023-04-13,5474.0,1931,7405.0
2023-04-14,5480.0,1923,7403.0
2023-04-15,5504.0,1918,7422.0
2023-04-16,5544.0,1928,7472.0
2023-04-17,5595.0,1944,7539.0
2023-04-18,5514.0,1947,7461.0
2023-04-19,5517.0,1943,7460.0
2023-04-20,5474.0,1942,7416.0
2023-04-21,5482.0,1936,7418.0
2023-04-22,5482.0,1934,7416.0
2023-04-23,5528.0,1935,7463.0
2023-04-24,5562.0,1945,7507.0
2023-04-25,5479.0,1940,7419.0
2023-04-26,5483.0,1937,7420.0
2023-04-27,5403.0,1934,7337.0
2023-04-28,5427.0,1928,7355.0
2023-05-01,5521.0,1939,7460.0
2023-05-02,5442.0,1929,7371.0
2023-05-03,5424.0,1922,7346.0
2023-05-04,5397.0,1911,7308.0
2023-05-05,5427.0,1908,7335.0
2023-05-06,5444.0,1905,7349.0
2023-05-07,5486.0,1905,7391.0
2023-05-08,5516.0,1906,7422.0
2023-05-09,5440.0,1898,7338.0
2023-05-10,5455.0,1885,7340.0
2023-05-11,5423.0,1875,7298.0
2023-05-12,5458.0,1871,7329.0
2023-05-13,5473.0,1859,7332.0
2023-05-14,5519.0,1867,7386.0
2023-05-15,5553.0,1871,7424.0
2023-05-16,5481.0,1855,7336.0
2023-05-17,5480.0,1851,7331.0
2023-05-18,5458.0,1842,7300.0
2023-05-19,5445.0,1828,7273.0
2023-05-20,5432.0,1834,7266.0
2023-05-21,5484.0,1842,7326.0
2023-05-22,5506.0,1851,7357.0
2023-05-23,5436.0,1850,7286.0
2023-05-24,5419.0,1849,7268.0
2023-05-25,5403.0,1840,7243.0
2023-05-26,5409.0,1840,7249.0
2023-05-27,5417.0,1821,7238.0
2023-05-28,5477.0,1829,7306.0
2023-05-29,5515.0,1835,7350.0
2023-05-30,5493.0,1840,7333.0
2023-05-31,5514.0,1838,7352.0
2023-06-01,5478.0,1833,7311.0
2023-06-02,5503.0,1831,7334.0
2023-06-03,5532.0,1826,7358.0
2023-06-04,5569.0,1829,7398.0
2023-06-05,5578.0,1848,7426.0
2023-06-06,5537.0,1831,7368.0
2023-06-07,5537.0,1812,7349.0
2023-06-08,5484.0,1816,7300.0
2023-06-09,5491.0,1809,7300.0
2023-06-10,5493.0,1805,7298.0
2023-06-11,5547.0,1810,7357.0
2023-06-12,5571.0,1822,7393.0
2023-06-13,5509.0,1816,7325.0
2023-06-14,5512.0,1806,7318.0
2023-06-15,5448.0,1803,7251.0
2023-06-16,5471.0,1800,7271.0
2023-06-17,5477.0,1795,7272.0
2023-06-18,5512.0,1796,7308.0
2023-06-19,5572.0,1803,7375.0
2023-06-20,5543.0,1804,7347.0
2023-06-21,5557.0,1805,7362.0
2023-06-22,5476.0,1805,7281.0
2023-06-23,5468.0,1812,7280.0
2023-06-24,5479.0,1821,7300.0
2023-06-25,5520.0,1822,7342.0
2023-06-26,5554.0,1822,7376.0
2023-06-27,5492.0,1814,7306.0
2023-06-28,5504.0,1804,7308.0
2023-06-29,5459.0,1792,7251.0
2023-06-30,5496.0,1793,7289.0
2023-07-01,5527.0,1769,7296.0
2023-07-02,5594.0,1772,7366.0
2023-07-03,5588.0,1791,7379.0
2023-07-04,5574.0,1804,7378.0
2023-07-05,5630.0,1802,7432.0
2023-07-06,5583.0,1804,7387.0
2023-07-07,5581.0,1786,7367.0
2023-07-08,5602.0,1786,7388.0
2023-07-09,5638.0,1793,7431.0
2023-07-10,5671.0,1803,7474.0
2023-07-11,5605.0,1794,7399.0
2023-07-12,5615.0,1784,7399.0
2023-07-13,5571.0,1786,7357.0
2023-07-14,5597.0,1785,7382.0
2023-07-15,5582.0,1790,7372.0
2023-07-16,5656.0,1796,7452.0
2023-07-17,5690.0,1806,7496.0
2023-07-18,5684.0,1803,7487.0
2023-07-19,5598.0,1789,7387.0
2023-08-01,5569.0,1838,7407.0
2023-08-02,5572.0,1833,7405.0
2023-08-03,5556.0,1824,7380.0
2023-08-05,5577.0,1828,7405.0
2023-08-06,5631.0,1823,7454.0
2023-08-07,5666.0,1833,7499.0
2023-08-08,5572.0,1838,7410.0
2023-08-09,5569.0,1830,7399.0
2023-08-10,5517.0,1825,7342.0
2023-08-11,5524.0,1820,7344.0
2023-08-12,5527.0,1824,7351.0
2023-08-13,5564.0,1832,7396.0
2023-08-14,5581.0,1840,7421.0
2023-08-15,5514.0,1837,7351.0
2023-08-16,5521.0,1838,7359.0
2023-08-17,5505.0,1838,7343.0
2023-08-18,5511.0,1828,7339.0
2023-08-19,5516.0,1829,7345.0
2023-08-20,5563.0,1834,7397.0
2023-08-21,5584.0,1843,7427.0
2023-08-22,5522.0,1825,7347.0
2023-08-23,5514.0,1835,7349.0
2023-08-24,5505.0,1821,7326.0
2023-08-25,5528.0,1818,7346.0
2023-08-26,5511.0,1828,7339.0
2023-08-27,5547.0,1824,7371.0
2023-08-28,5581.0,1839,7420.0
2023-08-29,5498.0,1845,7343.0
2023-08-30,5474.0,1848,7322.0
2023-08-31,5439.0,1845,7284.0
2023-09-01,5442.0,1847,7289.0
2023-09-02,5448.0,1842,7290.0
2023-09-03,5499.0,1847,7346.0
2023-09-04,5547.0,1855,7402.0
2023-09-05,5510.0,1862,7372.0
2023-09-06,5509.0,1852,7361.0
2023-09-07,5460.0,1851,7311.0
2023-09-08,5432.0,1857,7289.0
2023-09-09,5460.0,1853,7313.0
2023-09-10,5492.0,1861,7353.0
2023-09-11,5529.0,1870,7399.0
2023-09-12,5451.0,1871,7322.0
2023-09-13,5439.0,1853,7292.0
2023-09-14,5383.0,1848,7231.0
2023-09-15,5376.0,1842,7218.0
2023-09-16,5383.0,1843,7226.0
2023-09-17,5419.0,1846,7265.0
2023-09-18,5470.0,1856,7326.0
2023-09-19,5363.0,1868,7231.0
2023-09-20,5329.0,1870,7199.0
2023-09-21,5257.0,1874,7131.0
2023-09-22,5242.0,1862,7104.0
2023-09-26,5172.0,1862,7034.0
2023-09-27,5149.0,1847,6996.0
2023-09-28,5092.0,1841,6933.0
2023-09-29,5090.0,1833,6923.0
2023-10-01,5093.0,1832,6925.0
2023-10-02,5117.0,1837,6954.0
2023-10-03,5043.0,1837,6880.0
2023-10-04,5044.0,1823,6867.0
2023-10-05,4986.0,1820,6806.0
2023-10-06,4982.0,1813,6795.0
2023-10-07,4974.0,1814,6788.0
2023-10-08,4995.0,1817,6812.0
2023-10-09,5017.0,1829,6846.0
2023-10-10,4980.0,1828,6808.0
2023-10-11,4960.0,1837,6797.0
2023-10-12,4909.0,1838,6747.0
2023-10-13,4904.0,1838,6742.0
2023-10-14,4926.0,1837,6763.0
2023-10-15,4957.0,1839,6796.0
2023-10-16,4974.0,1848,6822.0
2023-10-17,4903.0,1841,6744.0
2023-10-18,4897.0,1839,6736.0
2023-10-19,4870.0,1830,6700.0
2023-10-20,4885.0,1831,6716.0
2023-10-21,4856.0,1832,6688.0
2023-10-22,4888.0,1827,6715.0
2023-10-23,4919.0,1825,6744.0
2023-10-24,4840.0,1823,6663.0
2023-10-25,4850.0,1829,6679.0
2023-10-26,4819.0,1835,6654.0
2023-10-27,4817.0,1830,6647.0
2023-10-28,4832.0,1829,6661.0
2023-10-29,4875.0,1827,6702.0
2023-10-30,4892.0,1827,6719.0
2023-11-01,4808.0,1812,6620.0
2023-11-02,4763.0,1809,6572.0
2023-11-03,4753.0,1803,6556.0
2023-11-04,4776.0,1800,6576.0
2023-11-05,4826.0,1801,6627.0
2023-11-06,4853.0,1812,6665.0
2023-11-07,4775.0,1806,6581.0
2023-11-08,4761.0,1797,6558.0
2023-11-09,4725.0,1789,6514.0
2023-11-10,4709.0,1779,6488.0
2023-11-11,4736.0,1784,6520.0
2023-11-12,4779.0,1788,6567.0
2023-11-13,4817.0,1793,6610.0
2023-11-14,4757.0,1792,6549.0
2023-11-15,4768.0,1781,6549.0
2023-11-16,4732.0,1783,6515.0
2023-11-17,4737.0,1785,6522.0
2023-11-18,4753.0,1782,6535.0
2023-11-19,4800.0,1781,6581.0
2023-11-20,4781.0,1784,6565.0
2023-11-21,4749.0,1778,6527.0
2023-11-22,4709.0,1777,6486.0
2023-11-23,4705.0,1784,6489.0
2023-11-24,4743.0,1780,6523.0
2023-11-25,4763.0,1781,6544.0
2023-11-26,4804.0,1781,6585.0
2023-11-27,4829.0,1788,6617.0
2023-11-28,4753.0,1785,6538.0
2023-11-29,4755.0,1785,6540.0
2023-11-30,4709.0,1776,6485.0
2023-12-01,4721.0,1770,6491.0
2023-12-02,4728.0,1767,6495.0
2023-12-03,4775.0,1766,6541.0
2023-12-04,4810.0,1769,6579.0
2023-12-05,4754.0,1764,6518.0
2023-12-06,4747.0,1762,6509.0
2023-12-07,4709.0,1754,6463.0
2023-12-08,4689.0,1751,6440.0
2023-12-09,4672.0,1753,6425.0
2023-12-10,4724.0,1753,6477.0
2023-12-11,4767.0,1752,6519.0
2023-12-12,4733.0,1741,6474.0
2023-12-13,4722.0,1739,6461.0
2023-12-14,4702.0,1739,6441.0
2023-12-15,4682.0,1732,6414.0
2023-12-16,4690.0,1725,6415.0
2023-12-17,4733.0,1722,6455.0
2023-12-18,4758.0,1724,6482.0
2023-12-19,4675.0,1729,6404.0
2023-12-20,4640.0,1732,6372.0
2023-12-21,4586.0,1720,6306.0
2023-12-22,4574.0,1719,6293.0
2023-12-23,4550.0,1723,6273.0
2023-12-24,4581.0,1734,6315.0
2023-12-25,4608.0,1739,6347.0
2023-12-26,4597.0,1735,6332.0
2023-12-27,4577.0,1742,6319.0
2023-12-28,4556.0,1745,6301.0
2023-12-29,4568.0,1742,6310.0
2023-12-30,4567.0,1744,6311.0
2023-12-31,4607.0,1748,6355.0
2024-01-01,4657.0,1749,6406.0
2024-01-02,4656.0,1745,6401.0
2024-01-03,4654.0,1742,6396.0
2024-01-04,4628.0,1741,6369.0
2024-01-05,4647.0,1737,6384.0
2024-01-06,4655.0,1745,6400.0
2024-01-07,4713.0,1753,6466.0
2024-01-08,4750.0,1755,6505.0
2024-01-09,4676.0,1741,6417.0
2024-01-10,4680.0,1731,6411.0
2024-01-11,4666.0,1726,6392.0
2024-01-12,4671.0,1721,6392.0
2024-01-13,4672.0,1723,6395.0
2024-01-14,4697.0,1724,6421.0
2024-01-15,4729.0,1728,6457.0
2024-01-16,4680.0,1729,6409.0
2024-01-17,4684.0,1727,6411.0
2024-01-18,4657.0,1714,6371.0
2024-01-19,4674.0,1705,6379.0
2024-01-20,4675.0,1700,6375.0
2024-01-21,4709.0,1745,6454.0
2024-01-22,4747.0,1704,6451.0
2024-01-23,4678.0,1695,6373.0
2024-01-24,4674.0,1692,6366.0
2024-01-25,4635.0,1692,6327.0
2024-01-26,4623.0,1694,6317.0
2024-01-27,4630.0,1692,6322.0
2024-01-28,4677.0,1697,6374.0
2024-01-29,4718.0,1699,6417.0
2024-01-30,4661.0,1693,6354.0
2024-01-31,4663.0,1684,6347.0
2024-02-01,4600.0,1683,6283.0
2024-02-02,4603.0,1674,6277.0
2024-02-03,4617.0,1668,6285.0
2024-02-04,4662.0,1669,6331.0
2024-02-05,4706.0,1672,6378.0
2024-02-06,4616.0,1681,6297.0
2024-02-07,4615.0,1672,6287.0
2024-02-08,4604.0,1668,6272.0
2024-02-09,4612.0,1664,6276.0
2024-02-10,4623.0,1658,6281.0
2024-02-11,4682.0,1661,6343.0
2024-02-12,4721.0,1664,6385.0
2024-02-13,4720.0,1665,6385.0
2024-02-14,4714.0,1656,6370.0
2024-02-15,4684.0,1646,6330.0
2024-02-16,4665.0,1641,6306.0
2024-02-17,4659.0,1649,6308.0
2024-02-18,4708.0,1657,6365.0
2024-02-19,4751.0,1662,6413.0
2024-02-20,4732.0,1667,6399.0
2024-02-21,4734.0,1658,6392.0
2024-02-22,4686.0,1648,6334.0
2024-02-23,4695.0,1637,6332.0
2024-02-24,4718.0,1629,6347.0
2024-02-25,4756.0,1630,6386.0
2024-02-26,4794.0,1632,6426.0
2024-02-28,4719.0,1619,6338.0
2024-02-29,4681.0,1616,6297.0
2024-03-01,4705.0,1612,6317.0
2024-03-02,4696.0,1609,6305.0
2024-03-03,4736.0,1610,6346.0
2024-03-04,4782.0,1617,6399.0
2024-03-05,4768.0,1619,6387.0
2024-03-06,4778.0,1621,6399.0
2024-03-07,4702.0,1620,6322.0
2024-03-08,4704.0,1610,6314.0
2024-03-09,4709.0,1616,6325.0
2024-03-10,4740.0,1620,6360.0
2024-03-11,4776.0,1622,6398.0
2024-03-12,4685.0,1622,6307.0
2024-03-13,4685.0,1623,6308.0
2024-03-14,4682.0,1621,6303.0
2024-03-15,4689.0,1618,6307.0
2024-03-16,4700.0,1618,6318.0
2024-03-17,4755.0,1619,6374.0
2024-03-18,4780.0,1621,6401.0
2024-03-19,4735.0,1619,6354.0
2024-03-20,4711.0,1612,6323.0
2024-03-21,4712.0,1607,6319.0
2024-03-22,4704.0,1600,6304.0
2024-03-23,4716.0,1598,6314.0
2024-03-24,4770.0,1605,6375.0
2024-03-25,4801.0,1607,6408.0
2024-03-27,4742.0,1605,6347.0
2024-03-28,4721.0,1602,6323.0
2024-03-29,4733.0,1594,6327.0
2024-04-01,4814.0,1610,6424.0
2024-04-02,4747.0,1610,6357.0
2024-04-03,4723.0,1613,6336.0
2024-04-04,4703.0,1610,6313.0
2024-04-05,4723.0,1606,6329.0
2024-04-06,4709.0,1611,6320.0
2024-04-07,4765.0,1616,6381.0
2024-04-08,4811.0,1622,6433.0
2024-04-09,4726.0,1622,6348.0
2024-04-10,4701.0,1612,6313.0
2024-04-11,4699.0,1612,6311.0
2024-04-12,4724.0,1615,6339.0
2024-04-13,4739.0,1633,6372.0
2024-04-14,4780.0,1642,6422.0
2024-04-15,4824.0,1645,6469.0
2024-04-16,4772.0,1635,6407.0
2024-04-17,4744.0,1619,6363.0
2024-04-18,4712.0,1619,6331.0
2024-04-19,4692.0,1617,6309.0
2024-04-20,4709.0,1625,6334.0
2024-04-21,4754.0,1629,6383.0
2024-04-22,4787.0,1631,6418.0
2024-04-23,4727.0,1626,6353.0
2024-04-24,4724.0,1620,6344.0
2024-04-25,4720.0,1622,6342.0
2024-04-26,4720.0,1612,6332.0
2024-04-27,4731.0,1615,6346.0
2024-04-28,4776.0,1621,6397.0
2024-04-29,4832.0,1621,6453.0
2024-04-30,4741.0,1623,6364.0
2024-05-01,4728.0,1621,6349.0
2024-05-02,4695.0,1619,6314.0
2024-05-03,4686.0,1622,6308.0
2024-05-04,4694.0,1623,6317.0
2024-05-05,4737.0,1620,6357.0
2024-05-06,4759.0,1623,6382.0
2024-05-07,4706.0,1619,6325.0
2024-05-08,4694.0,1612,6306.0
2024-05-09,4684.0,1607,6291.0
2024-05-10,4704.0,1598,6302.0
2024-05-11,4707.0,1595,6302.0
2024-05-12,4734.0,1601,6335.0
2024-05-13,4769.0,1605,6374.0
2024-05-14,4724.0,1589,6313.0
2024-05-15,4741.0,1571,6312.0
2024-05-16,4714.0,1576,6290.0
2024-05-17,4715.0,1580,6295.0
2024-05-18,4723.0,1581,6304.0
2024-05-19,4767.0,1585,6352.0
2024-05-20,4808.0,1588,6396.0
2024-05-21,4723.0,1583,6306.0
2024-05-22,4741.0,1579,6320.0
2024-05-23,4734.0,1568,6302.0
2024-05-24,4726.0,1567,6293.0
2024-05-25,4750.0,1564,6314.0
2024-05-26,4812.0,1567,6379.0
2024-05-27,4850.0,1576,6426.0
2024-05-28,4841.0,1580,6421.0
2024-05-29,4833.0,1568,6401.0
2024-05-30,4772.0,1570,6342.0
2024-05-31,4765.0,1572,6337.0
2024-06-01,4780.0,1568,6348.0
2024-06-02,4830.0,1566,6396.0
2024-06-03,4867.0,1568,6435.0
2024-06-04,4794.0,1557,6351.0
2024-06-05,4797.0,1551,6348.0
2024-06-06,4736.0,1551,6287.0
2024-06-07,4741.0,1556,6297.0
2024-06-08,4749.0,1555,6304.0
2024-06-09,4791.0,1561,6352.0
2024-06-10,4809.0,1565,6374.0
2024-06-11,4739.0,1571,6310.0
2024-06-12,4728.0,1562,6290.0
2024-06-13,4707.0,1561,6268.0
2024-06-14,4739.0,1554,6293.0
2024-06-15,4739.0,1554,6293.0
2024-06-16,4770.0,1555,6325.0
2024-06-17,4818.0,1555,6373.0
2024-06-18,4745.0,1555,6300.0
2024-06-19,4751.0,1544,6295.0
2024-06-20,4762.0,1550,6312.0
2024-06-21,4777.0,1540,6317.0
2024-06-22,4763.0,1534,6297.0
2024-06-23,4831.0,1541,6372.0
2024-06-24,4870.0,1544,6414.0
2024-06-25,4833.0,1540,6373.0
2024-06-26,4824.0,1535,6359.0
2024-06-27,4800.0,1522,6322.0
2024-06-28,4819.0,1511,6330.0
2024-07-01,4919.0,1514,6433.0
2024-07-02,4844.0,1517,6361.0
2024-07-03,4827.0,1502,6329.0
2024-07-04,4835.0,1505,6340.0
2024-07-05,4851.0,1506,6357.0
2024-07-06,4869.0,1503,6372.0
2024-07-07,4934.0,1506,6440.0
2024-07-08,4995.0,1509,6504.0
2024-07-09,4952.0,1514,6466.0
2024-07-10,4929.0,1517,6446.0
2024-07-11,4900.0,1513,6413.0
2024-07-12,4919.0,1507,6426.0
2024-07-13,4931.0,1502,6433.0
2024-07-14,4986.0,1502,6488.0
2024-07-15,4983.0,1502,6485.0
2024-07-16,4957.0,1513,6470.0
2024-07-17,4948.0,1514,6462.0
2024-07-18,4944.0,1509,6453.0
2024-07-19,4936.0,1509,6445.0
2024-07-20,4973.0,1508,6481.0
2024-07-21,5013.0,1510,6523.0
2024-07-22,5059.0,1513,6572.0
2024-07-23,4964.0,1518,6482.0
2024-07-24,4945.0,1514,6459.0
2024-07-25,4889.0,1502,6391.0
2024-07-26,4900.0,1505,6405.0
2024-07-27,4913.0,1501,6414.0
2024-07-28,5000.0,1499,6499.0
2024-07-29,5035.0,1499,6534.0
2024-07-30,4931.0,1503,6434.0
2024-07-31,4940.0,1493,6433.0
2024-08-01,4905.0,1484,6389.0
2024-08-02,4913.0,1485,6398.0
2024-08-03,4901.0,1480,6381.0
2024-08-04,4984.0,1482,6466.0
2024-08-05,5017.0,1490,6507.0
2024-08-06,4975.0,1490,6465.0
2024-08-07,4983.0,1475,6458.0
2024-08-08,4945.0,1476,6421.0
2024-08-09,4967.0,1469,6436.0
2024-08-10,4976.0,1463,6439.0
2024-08-11,5060.0,1463,6523.0
2024-08-12,5095.0,1468,6563.0
2024-08-13,4993.0,1473,6466.0
2024-08-14,4970.0,1476,6446.0
2024-08-15,4919.0,1478,6397.0
2024-08-16,4936.0,1464,6400.0
2024-08-17,4948.0,1458,6406.0
2024-08-18,4983.0,1467,6450.0
2024-08-19,5001.0,1476,6477.0
2024-08-20,4914.0,1493,6407.0
2024-08-21,4908.0,1497,6405.0
2024-08-22,4893.0,1502,6395.0
2024-08-23,4875.0,1506,6381.0
2024-08-24,4880.0,1507,6387.0
2024-08-25,4935.0,1507,6442.0
2024-08-26,4965.0,1507,6472.0
2024-08-27,4934.0,1510,6444.0
2024-08-28,4944.0,1488,6432.0
2024-08-29,4930.0,1477,6407.0
2024-08-30,4957.0,1475,6432.0
2024-09-01,5027.0,1468,6495.0
2024-09-02,5063.0,1470,6533.0
2024-09-03,5047.0,1470,6517.0
2024-09-04,4993.0,1466,6459.0
2024-09-05,5009.0,1462,6471.0
2024-09-06,5042.0,1450,6492.0
2024-09-07,5070.0,1446,6516.0
2024-09-08,5145.0,1447,6592.0
2024-09-09,5171.0,1457,6628.0
2024-09-10,5097.0,1455,6552.0
2024-09-11,5071.0,1453,6524.0
2024-09-12,5034.0,1452,6486.0
2024-09-13,5057.0,1448,6505.0
2024-09-14,5052.0,1448,6500.0
2024-09-15,5089.0,1450,6539.0
2024-09-16,5119.0,1454,6573.0
2024-09-17,5028.0,1466,6494.0
2024-09-18,5039.0,1472,6511.0
2024-09-19,5020.0,1467,6487.0
2024-09-20,5023.0,1471,6494.0
2024-09-21,5009.0,1475,6484.0
2024-09-22,5076.0,1479,6555.0
2024-09-23,5118.0,1483,6601.0
2024-09-24,5060.0,1488,6548.0
2024-09-25,5068.0,1479,6547.0
2024-09-26,5004.0,1484,6488.0
2024-09-28,5026.0,1472,6498.0
2024-09-29,5086.0,1474,6560.0
2024-10-01,5033.0,1478,6511.0
2024-10-02,5005.0,1483,6488.0
2024-10-03,4982.0,1473,6455.0
2024-10-04,4986.0,1478,6464.0
2024-10-05,5012.0,1471,6483.0
2024-10-06,5062.0,1482,6544.0
2024-10-07,5114.0,1491,6605.0
2024-10-08,5061.0,1492,6553.0
2024-10-09,5036.0,1501,6537.0
2024-10-10,5010.0,1497,6507.0
2024-10-11,5017.0,1490,6507.0
2024-10-12,5023.0,1487,6510.0
2024-10-13,5089.0,1486,6575.0
2024-10-14,5123.0,1492,6615.0
2024-10-15,5084.0,1498,6582.0
2024-10-16,5068.0,1497,6565.0
2024-10-17,5016.0,1506,6522.0
2024-10-18,5021.0,1494,6515.0
2024-10-19,5030.0,1498,6528.0
2024-10-20,5082.0,1501,6583.0
2024-10-21,5128.0,1505,6633.0
2024-10-22,5074.0,1504,6578.0
2024-10-23,5058.0,1502,6560.0
2024-10-24,5027.0,1492,6519.0
2024-10-25,5032.0,1496,6528.0
2024-10-26,5045.0,1492,6537.0
2024-10-27,5087.0,1495,6582.0
2024-10-28,5119.0,1503,6622.0
2024-10-29,5035.0,1502,6537.0
2024-10-30,5032.0,1504,6536.0
2024-10-31,5043.0,1499,6542.0
2024-11-01,5038.0,1491,6529.0
2024-11-02,5051.0,1490,6541.0
2024-11-03,5115.0,1493,6608.0
2024-11-04,5108.0,1499,6607.0
2024-11-05,5067.0,1494,6561.0
2024-11-06,5077.0,1494,6571.0
2024-11-07,5041.0,1496,6537.0
2024-11-08,5041.0,1486,6527.0
2024-11-09,5053.0,1483,6536.0
2024-11-10,5127.0,1489,6616.0
2024-11-11,5165.0,1498,6663.0
2024-11-12,5134.0,1504,6638.0
2024-11-13,5135.0,1499,6634.0
2024-11-14,5071.0,1504,6575.0
2024-11-15,5082.0,1500,6582.0
2024-11-16,5103.0,1498,6601.0
2024-11-17,5150.0,1499,6649.0
2024-11-18,5198.0,1502,6700.0
2024-11-19,5147.0,1496,6643.0
2024-11-20,5093.0,1487,6580.0
2024-11-21,5073.0,1476,6549.0
2024-11-22,5089.0,1469,6558.0
2024-11-23,5093.0,1468,6561.0
2024-11-24,5148.0,1475,6623.0
2024-11-25,5184.0,1484,6668.0
2024-11-26,5096.0,1481,6577.0
2024-11-27,5066.0,1476,6542.0
2024-12-01,5195.0,1490,6685.0
2024-12-02,5245.0,1494,6739.0
2024-12-03,5209.0,1497,6706.0
2024-12-04,5197.0,1479,6676.0
2024-12-05,5136.0,1479,6615.0
2024-12-06,5153.0,1481,6634.0
2024-12-07,5158.0,1498,6656.0
2024-12-08,5223.0,1499,6722.0
2024-12-09,5261.0,1507,6768.0
2024-12-10,5182.0,1510,6692.0
2024-12-11,5198.0,1510,6708.0
2024-12-12,5159.0,1501,6660.0
2024-12-13,5175.0,1510,6685.0
2024-12-14,5189.0,1517,6706.0
2024-12-15,5233.0,1515,6748.0
2024-12-16,5265.0,1525,6790.0
2024-12-17,5205.0,1529,6734.0
2024-12-18,5212.0,1528,6740.0
2024-12-19,5152.0,1512,6664.0
2024-12-20,5151.0,1498,6649.0
2024-12-21,5133.0,1507,6640.0
2024-12-22,5182.0,1507,6689.0
2024-12-23,5209.0,1514,6723.0
2024-12-24,5146.0,1522,6668.0
2024-12-25,5121.0,1524,6645.0
2024-12-26,5159.0,1523,6682.0
2024-12-27,5127.0,1532,6659.0
2024-12-28,5137.0,1529,6666.0
2024-12-29,5184.0,1531,6715.0
2024-12-30,5235.0,1537,6772.0
2024-12-31,5200.0,1539,6739.0
2025-01-01,5210.0,1541,6751.0
2025-01-02,5229.0,1550,6779.0
2025-01-03,5233.0,1549,6782.0
2025-01-04,5247.0,1542,6789.0
2025-01-05,5297.0,1543,6840.0
2025-01-06,5343.0,1547,6890.0
2025-01-07,5298.0,1547,6845.0
2025-01-08,5286.0,1544,6830.0
2025-01-09,5225.0,1541,6766.0
2025-01-10,5274.0,1540,6814.0
2025-01-11,5251.0,1546,6797.0
2025-01-12,5312.0,1543,6855.0
2025-01-13,5348.0,1548,6896.0
2025-01-14,5304.0,1544,6848.0
2025-01-15,5287.0,1546,6833.0
2025-01-16,5245.0,1539,6784.0
2025-01-17,5272.0,1531,6803.0
2025-01-18,5321.0,1526,6847.0
2025-01-19,5388.0,1526,6914.0
2025-01-20,5456.0,1530,6986.0
2025-01-21,5414.0,1534,6948.0
2025-01-22,5428.0,1537,6965.0
2025-01-23,5331.0,1536,6867.0
2025-01-24,5311.0,1534,6845.0
2025-01-25,5309.0,1528,6837.0
2025-01-26,5366.0,1528,6894.0
2025-01-27,5428.0,1525,6953.0
2025-01-28,5388.0,1525,6913.0
2025-01-29,5374.0,1529,6903.0
